SPP	POP	YR	Mx	Tmx	Nx
SIAC	SIAC_RI	1998	[0.14727 0 0 0 0 0.00088567 0.0033443 0.0080359 0.015667 0.02983 0.05444 0.098789; 0.12897 0 0 0 0 0.00077565 0.0029289 0.0070377 0.013721 0.026125 0.047677 0.086518; 0 0.63201 0.956946043165467 0.0271183486238532 0 0 0 0 0 0 0 0; 0 0 0.0283539568345324 0.90394495412844 0.09853 0 0 0 0 0 0 0; 0 0 0 0.045197247706422 0.729122 0.140757142857143 0 0 0 0 0 0; 0 0 0 0.0090394495412844 0.157648 0.744002040816326 0.06158125 0 0 0 0 0; 0 0 0 0 0 0.0804326530612245 0.738975 0.0259289473684211 0 0 0 0; 0 0 0 0 0 0.0201081632653061 0.18474375 0.700081578947368 0.144190243902439 0 0 0; 0 0 0 0 0 0 0 0.259289473684211 0.672887804878049 0.030790625 0 0; 0 0 0 0 0 0 0 0 0.168221951219512 0.769765625 0 0; 0 0 0 0 0 0 0 0 0 0.18474375 0.806154545454545 0.1231625; 0 0 0 0 0 0 0 0 0 0 0.179145454545455 0.8621375]	[0.14727 0 0 0 0 0 0 0 0 0 0 0; 0.12897 0 0 0 0 0 0 0 0 0 0 0; 0 0.63201 0.956946043165467 0.0271183486238532 0 0 0 0 0 0 0 0; 0 0 0.0283539568345324 0.90394495412844 0.09853 0 0 0 0 0 0 0; 0 0 0 0.045197247706422 0.729122 0.140757142857143 0 0 0 0 0 0; 0 0 0 0.0090394495412844 0.157648 0.744002040816326 0.06158125 0 0 0 0 0; 0 0 0 0 0 0.0804326530612245 0.738975 0.0259289473684211 0 0 0 0; 0 0 0 0 0 0.0201081632653061 0.18474375 0.700081578947368 0.144190243902439 0 0 0; 0 0 0 0 0 0 0 0.259289473684211 0.672887804878049 0.030790625 0 0; 0 0 0 0 0 0 0 0 0.168221951219512 0.769765625 0 0; 0 0 0 0 0 0 0 0 0 0.18474375 0.806154545454545 0.1231625; 0 0 0 0 0 0 0 0 0 0 0.179145454545455 0.8621375]	[NA NA 166 114 51 50 54 41 43 34 12 8]
SIAC	SIAC_RI	1999	[0.14727 0 0 0.00025404 0 0.0013165 0.0067364 0.020736 0.041276 0.081775 0.1605 0.36489; 0.14257 0 0 0.00024594 0 0.0012746 0.0065216 0.020075 0.03996 0.079168 0.15538 0.35326; 0 0.63201 0.968992248062015 0.036697247706422 0 0 0 0 0 0 0 0; 0 0 0.0310077519379845 0.91743119266055 0.102040816326531 0 0 0 0 0 0 0; 0 0 0 0.0458715596330275 0.795918367346939 0.0612244897959184 0 0 0 0 0 0; 0 0 0 0 0.102040816326531 0.755102040816326 0 0 0 0 0 0; 0 0 0 0 0 0.183673469387755 0.875 0.116279069767442 0.0256410256410256 0 0 0; 0 0 0 0 0 0 0.125 0.72093023255814 0.179487179487179 0 0 0; 0 0 0 0 0 0 0 0.162790697674419 0.666666666666667 0.1875 0 0; 0 0 0 0 0 0 0 0 0.128205128205128 0.75 0.4375 0; 0 0 0 0 0 0 0 0 0 0.0625 0.5625 0; 0 0 0 0 0 0 0 0 0 0 0 1]	[0.14727 0 0 0 0 0 0 0 0 0 0 0; 0.14257 0 0 0 0 0 0 0 0 0 0 0; 0 0.63201 0.968992248062015 0.036697247706422 0 0 0 0 0 0 0 0; 0 0 0.0310077519379845 0.91743119266055 0.102040816326531 0 0 0 0 0 0 0; 0 0 0 0.0458715596330275 0.795918367346939 0.0612244897959184 0 0 0 0 0 0; 0 0 0 0 0.102040816326531 0.755102040816326 0 0 0 0 0 0; 0 0 0 0 0 0.183673469387755 0.875 0.116279069767442 0.0256410256410256 0 0 0; 0 0 0 0 0 0 0.125 0.72093023255814 0.179487179487179 0 0 0; 0 0 0 0 0 0 0 0.162790697674419 0.666666666666667 0.1875 0 0; 0 0 0 0 0 0 0 0 0.128205128205128 0.75 0.4375 0; 0 0 0 0 0 0 0 0 0 0.0625 0.5625 0; 0 0 0 0 0 0 0 0 0 0 0 1]	[NA NA 138 109 49 49 41 43 39 32 16 10]
SISP	SISP_1	1987	[0 0 0 0.00539568345323741; 0 0.25 0.322580645548387 0.215827338129496; 0 0 0.0967741935483871 0.41726618705036; 0 0.5 0.64516129032258 0.361510791366906]	[0 0 0 0.00539568345323741; 0 0.25 0.0967741935483871 0.215827338129496; 0 0 0.0967741935483871 0.41726618705036; 0 0.5 0.64516129032258 0.361510791366906]	[0 4 31 65]
SISP	SISP_1	1988	[0 0 0 0; 0 0.181818181818182 2.125 0.024390243902439; 0 0.454545454545454 0.25 0.707317073170732; 0 0.181818181818182 0.5 0.268292682926829]	[0 0 0 0; 0 0.181818181818182 0.125 0.024390243902439; 0 0.454545454545454 0.25 0.707317073170732; 0 0.181818181818182 0.5 0.268292682926829]	[0 11 8 82]
SISP	SISP_1	1989	[0 0 0 0; 0 0.0476190476190476 0.0769230765384615 0; 0 0.19047619047619 0.184615384615385 0.464285714285714; 0 0.523809523809524 0.507692307692308 0.535714285714286]	[0 0 0 0; 0 0.0476190476190476 0.0615384615384615 0; 0 0.19047619047619 0.184615384615385 0.464285714285714; 0 0.523809523809524 0.507692307692308 0.535714285714286]	[0 21 65 28]
SISP	SISP_1	1990	[0 0 0 0; 0 0.333333333333333 0.724137930965517 0.220338983050848; 0 0.166666666666667 0.310344827586207 0.508474576271186; 0 0.5 0.344827586206897 0.271186440677966]	[0 0 0 0; 0 0.333333333333333 0.275862068965517 0.220338983050848; 0 0.166666666666667 0.310344827586207 0.508474576271186; 0 0.5 0.344827586206897 0.271186440677966]	[0 6 29 59]
SISP	SISP_1	1991	[0 0 0.025 0; 0 0.277777777777778 0.35 0.206896551724138; 0 0.138888888888889 0.075 0.137931034482759; 0 0.472222222222222 0.55 0.655172413793103]	[0 0 0 0; 0 0.277777777777778 0.35 0.206896551724138; 0 0.138888888888889 0.075 0.137931034482759; 0 0.472222222222222 0.55 0.655172413793103]	[0 36 40 29]
SISP	SISP_1	1992	[1 0 1.583333333 0.0172413793103448; 0 0.166666666666667 0.666666666666667 0.275862068965517; 0 0.7 0.416666666666667 0.46551724137931; 0 0.1 0.666666666666667 0.241379310344828]	[1 0 0 0.0172413793103448; 0 0.166666666666667 0.166666666666667 0.275862068965517; 0 0.7 0.166666666666667 0.46551724137931; 0 0.1 0.666666666666667 0.241379310344828]	[1 30 12 58]
SISP	SISP_1	1993	[0 0 0 0; 0 0.266666666666667 0.150943396641509 0.12; 0 0.1 0.0943396226415094 0.2; 0.842105263157895 0.533333333333333 0.79245283018868 0.68]	[0 0 0 0; 0 0.266666666666667 0.0943396226415094 0.12; 0 0.1 0.0943396226415094 0.2; 0.842105263157895 0.533333333333333 0.79245283018868 0.68]	[20 30 53 25]
SISP	SISP_1	1994	[0 0 0.076923077 0.021978021978022; 0 0.210526315789474 0.384615384923077 0.340659340659341; 0 0.473684210526316 0.769230769384615 0.56043956043956; 0 0.210526315789474 0.307692307692308 0.0769230769230769]	[0 0 0 0.021978021978022; 0 0.210526315789474 0.0769230769230769 0.340659340659341; 0 0.473684210526316 0.615384615384615 0.56043956043956; 0 0.210526315789474 0.307692307692308 0.0769230769230769]	[0 19 13 91]
SISP	SISP_1	1995	[0 0 0 0; 0.333333333333333 0.475 0.385714285857143 0.4; 0 0.375 0.314285714 0.266666666666667; 0 0.125 0.242857142857143 0.333333333333333]	[0 0 0 0; 0.333333333333333 0.475 0.342857142857143 0.4; 0 0.375 0.3 0.266666666666667; 0 0.125 0.242857142857143 0.333333333333333]	[3 40 70 15]
SISP	SISP_1	1996	[0 0 0.073170732 0; 0 0.226415094339623 0.097560975609756 0.148148148148148; 0 0.320754716981132 0.634146341560976 0.666666666666667; 0 0.30188679245283 0.219512195121951 0.185185185185185]	[0 0 0 0; 0 0.226415094339623 0.097560975609756 0.148148148148148; 0 0.320754716981132 0.609756097560976 0.666666666666667; 0 0.30188679245283 0.219512195121951 0.185185185185185]	[0 53 41 27]
SISP	SISP_1	1997	[0 0 0 0; 0 0.35 0.163934426229508 0.3; 0 0.1 0.311475410213115 0.4; 0.666666666666667 0.35 0.475409836065574 0.3]	[0 0 0 0; 0 0.35 0.163934426229508 0.3; 0 0.1 0.295081967213115 0.4; 0.666666666666667 0.35 0.475409836065574 0.3]	[3 20 61 30]
SISP	SISP_1	1998	[0 0 0.060606061 0; 0 0.576923076923077 0.454545454242424 0.638297872340426; 0 0.115384615384615 0.121212121212121 0.106382978723404; 0 0.230769230769231 0.272727272727273 0.25531914893617]	[0 0 0 0; 0 0.576923076923077 0.424242424242424 0.638297872340426; 0 0.115384615384615 0.121212121212121 0.106382978723404; 0 0.230769230769231 0.272727272727273 0.25531914893617]	[0 26 33 47]
PHIN	PHIN_1	1999	[0.586 0 0 0 0 0.89 10.07; 0.0152 0 0 0 0 0.01 0.17; 0 0.506 0.823529411764706 0.242105263157895 0.025 0 0; 0 0.257 0.0962566844919786 0.610526315789474 0.075 0 0; 0 0 0 0.0631578947368421 0.8 0 0; 0 0 0 0 0.0125 0.948717948717949 0.0163934426229508; 0 0 0 0 0 0.0384615384615385 0.98360655737705]	[0.586 0 0 0 0 0 0; 0.0152 0 0 0 0 0 0; 0 0.506 0.823529411764706 0.242105263157895 0.025 0 0; 0 0.257 0.0962566844919786 0.610526315789474 0.075 0 0; 0 0 0 0.0631578947368421 0.8 0 0; 0 0 0 0 0.0125 0.948717948717949 0.0163934426229508; 0 0 0 0 0 0.0384615384615385 0.98360655737705]	[NA 0 187 95 160 78 61]
PHIN	PHIN_1	2000	[0.586 0 0 0 0 54.28 34.74; 0.0152 0 0 0 0 0.91 0.58; 0 0.547058823529412 0.657458563535912 0.113636363636364 0 0 0; 0 0.152941176470588 0.30939226519337 0.659090909090909 0.0522388059701493 0 0; 0 0 0 0.090909090909091 0.82089552238806 0.025974025974026 0; 0 0 0 0 0.001 0.909090909090909 0.0158730158730159; 0 0 0 0 0 0.012987012987013 0.968253968253968]	[0.586 0 0 0 0 0 0; 0.0152 0 0 0 0 0 0; 0 0.547058823529412 0.657458563535912 0.113636363636364 0 0 0; 0 0.152941176470588 0.30939226519337 0.659090909090909 0.0522388059701493 0 0; 0 0 0 0.090909090909091 0.82089552238806 0.025974025974026 0; 0 0 0 0 0.001 0.909090909090909 0.0158730158730159; 0 0 0 0 0 0.012987012987013 0.968253968253968]	[NA 170 181 88 134 77 63]
PHIN	PHIN_1	2001	[0.586 0 0 0 0 54.9 66.01; 0.0152 0 0 0 0 0.92 1.11; 0 0.578947368421053 0.59009009009009 0.122448979591837 0 0 0; 0 0.249122807017544 0.292792792792793 0.802721088435374 0.0166666666666667 0 0; 0 0 0 0.0136054421768707 0.916666666666667 0 0; 0 0 0 0 0.00833333333333333 0.887323943661972 0; 0 0 0 0 0 0.0140845070422535 0.951612903225806]	[0.586 0 0 0 0 0 0; 0.0152 0 0 0 0 0 0; 0 0.578947368421053 0.59009009009009 0.122448979591837 0 0 0; 0 0.249122807017544 0.292792792792793 0.802721088435374 0.0166666666666667 0 0; 0 0 0 0.0136054421768707 0.916666666666667 0 0; 0 0 0 0 0.00833333333333333 0.887323943661972 0; 0 0 0 0 0 0.0140845070422535 0.951612903225806]	[NA 285 222 147 120 71 62]
PHIN	PHIN_1	2002	[0.586 0 0 0 0 76.37 182.3; 0.0152 0 0 0 0 1.28 3.08; 0 0.1875 0.464968152866242 0.1015625 0.00892857142857143 0 0; 0 0.328125 0.375796178343949 0.734375 0.0178571428571429 0 0; 0 0 0 0.0234375 0.875 0.015625 0; 0 0 0 0 0.0178571428571429 0.9375 0; 0 0 0 0 0 0.015625 0.999]	[0.586 0 0 0 0 0 0; 0.0152 0 0 0 0 0 0; 0 0.1875 0.464968152866242 0.1015625 0.00892857142857143 0 0; 0 0.328125 0.375796178343949 0.734375 0.0178571428571429 0 0; 0 0 0 0.0234375 0.875 0.015625 0; 0 0 0 0 0.0178571428571429 0.9375 0; 0 0 0 0 0 0.015625 0.999]	[NA 64 314 256 112 64 60]
PHIN	PHIN_1	2003	[0.586 0 0 0 0 25 15.3; 0.0152 0 0 0 0 0.42 0.27; 0 0.130434782608696 0.648648648648649 0.492401215805471 0.0285714285714286 0 0; 0 0.282608695652174 0.151351351351351 0.319148936170213 0.19047619047619 0 0; 0 0 0 0.00303951367781155 0.580952380952381 0.0161290322580645 0; 0 0 0 0 0.001 0.887096774193548 0.0163934426229508; 0 0 0 0 0 0.001 0.901639344262295]	[0.586 0 0 0 0 0 0; 0.0152 0 0 0 0 0 0; 0 0.130434782608696 0.648648648648649 0.492401215805471 0.0285714285714286 0 0; 0 0.282608695652174 0.151351351351351 0.319148936170213 0.19047619047619 0 0; 0 0 0 0.00303951367781155 0.580952380952381 0.0161290322580645 0; 0 0 0 0 0.001 0.887096774193548 0.0163934426229508; 0 0 0 0 0 0.001 0.901639344262295]	[NA 46 185 329 105 62 61]
PHEM	PHEM_1	1999	[0.205 0 0 0 0 0 32.49; 0.0077 0 0 0 0 0 0.305; 0 0 0.542857142857143 0.195652173913043 0 0 0; 0 0 0.019047619047619 0.565217391304348 0 0 0; 0 0 0 0.018 0.764705882352941 0 0; 0 0 0 0 0.005 0.822 0; 0 0 0 0 0 0.039 0.818181818181818]	[0.205 0 0 0 0 0 0; 0.0077 0 0 0 0 0 0; 0 0 0.542857142857143 0.195652173913043 0 0 0; 0 0 0.019047619047619 0.565217391304348 0 0 0; 0 0 0 0.018 0.764705882352941 0 0; 0 0 0 0 0.005 0.822 0; 0 0 0 0 0 0.039 0.818181818181818]	[NA 0 210 46 17 2 88]
PHEM	PHEM_1	2000	[0.205 0 0 0 0 0 11.48; 0.0077 0 0 0 0 0 0.108; 0 0.325581395348837 0.544715447154472 0.2 0.0769230769230769 0 0; 0 0.12015503875969 0.203252032520325 0.633333333333333 0.153846153846154 0 0; 0 0 0 0.0333333333333333 0.615384615384615 0 0; 0 0 0 0 0 0.73 0; 0 0 0 0 0 0.034 0.944444444444444]	[0.205 0 0 0 0 0 0; 0.0077 0 0 0 0 0 0; 0 0.325581395348837 0.544715447154472 0.2 0.0769230769230769 0 0; 0 0.12015503875969 0.203252032520325 0.633333333333333 0.153846153846154 0 0; 0 0 0 0.0333333333333333 0.615384615384615 0 0; 0 0 0 0 0 0.73 0; 0 0 0 0 0 0.034 0.944444444444444]	[NA 258 123 30 13 2 72]
PHEM	PHEM_1	2001	[0.205 0 0 0 0 0 96.4; 0.0077 0 0 0 0 0 0.907; 0 0.69620253164557 0.639240506329114 0.142857142857143 0 0 0; 0 0.126582278481013 0.189873417721519 0.74025974025974 0.111111111111111 0.077 0; 0 0 0 0.018 0.777777777777778 0 0; 0 0 0 0 0.005 0.805 0; 0 0 0 0 0 0.41 0.926470588235294]	[0.205 0 0 0 0 0 0; 0.0077 0 0 0 0 0 0; 0 0.69620253164557 0.639240506329114 0.142857142857143 0 0 0; 0 0.126582278481013 0.189873417721519 0.74025974025974 0.111111111111111 0.077 0; 0 0 0 0.018 0.777777777777778 0 0; 0 0 0 0 0.005 0.805 0; 0 0 0 0 0 0.41 0.926470588235294]	[NA 158 158 77 9 2 68]
PHEM	PHEM_1	2002	[0.205 0 0 0 0 0 98.62; 0.0077 0 0 0 0 0 0.928; 0 0.30188679245283 0.502262443438914 0.220183486238532 0 0 0; 0 0.283018867924528 0.266968325791855 0.559633027522936 0 0 0; 0 0 0 0.018348623853211 0.857142857142857 0 0; 0 0 0 0 0.005 0.808 0; 0 0 0 0 0 0.038 0.904761904761905]	[0.205 0 0 0 0 0 0; 0.0077 0 0 0 0 0 0; 0 0.30188679245283 0.502262443438914 0.220183486238532 0 0 0; 0 0.283018867924528 0.266968325791855 0.559633027522936 0 0 0; 0 0 0 0.018348623853211 0.857142857142857 0 0; 0 0 0 0 0.005 0.808 0; 0 0 0 0 0 0.038 0.904761904761905]	[NA 53 222 109 7 2 63]
PHEM	PHEM_1	2003	[0.205 0 0 0 0 0 2429; 0.0077 0 0 0 0 0 22.8; 0 0.365384615384615 0.635761589403974 0.407407407407407 0.5 0 0; 0 0.134615384615385 0.0860927152317881 0.237037037037037 0 0.09 0; 0 0 0 0.00740740740740741 0.375 0.5 0; 0 0 0 0 0.005 0.777 0; 0 0 0 0 0 0.04 0.894736842105263]	[0.205 0 0 0 0 0 0; 0.0077 0 0 0 0 0 0; 0 0.365384615384615 0.635761589403974 0.407407407407407 0.5 0 0; 0 0.134615384615385 0.0860927152317881 0.237037037037037 0 0.09 0; 0 0 0 0.00740740740740741 0.375 0.5 0; 0 0 0 0 0.005 0.777 0; 0 0 0 0 0 0.04 0.894736842105263]	[NA 52 151 135 8 2 57]
TRGR	TRGR_DC	1998	[0 0 0 0 0 12.90996; 0.194 0 0 0 0 0; 0 0.321 0.82051282051282 0 0 0; 0 0 0.0705128205128205 0.904761904761905 0.0769230769230769 0; 0 0 0 0.0952380952380952 0.807692307692308 0.288461538461538; 0 0 0 0 0.115384615384615 0.711538461538462]	[0 0 0 0 0 0; 0.194 0 0 0 0 0; 0 0.321 0.82051282051282 0 0 0; 0 0 0.0705128205128205 0.904761904761905 0.0769230769230769 0; 0 0 0 0.0952380952380952 0.807692307692308 0.288461538461538; 0 0 0 0 0.115384615384615 0.711538461538462]	[NA 28 156 21 26 104]
TRGR	TRGR_DC	1999	[0 0 0 0 0 14.8708; 0.194 0 0 0 0 0; 0 0.364 0.7109375 0.0333333333333333 0 0; 0 0 0.0703125 0.8 0.0819672131147541 0; 0 0 0 0.1 0.524590163934426 0.173333333333333; 0 0 0 0 0.39344262295082 0.826666666666667]	[0 0 0 0 0 0; 0.194 0 0 0 0 0; 0 0.364 0.7109375 0.0333333333333333 0 0; 0 0 0.0703125 0.8 0.0819672131147541 0; 0 0 0 0.1 0.524590163934426 0.173333333333333; 0 0 0 0 0.39344262295082 0.826666666666667]	[NA 11 137 32 61 77]
TRGR	TRGR_DC	2000	[0 0 0 0 0 10.96470588; 0.194 0 0 0 0 0; 0 0.091 0.633333333333333 0.0277777777777778 0 0; 0 0 0.0555555555555556 0.75 0.148936170212766 0; 0 0 0 0.0555555555555556 0.531914893617021 0.186046511627907; 0 0 0 0 0.319148936170213 0.813953488372093]	[0 0 0 0 0 0; 0.194 0 0 0 0 0; 0 0.091 0.633333333333333 0.0277777777777778 0 0; 0 0 0.0555555555555556 0.75 0.148936170212766 0; 0 0 0 0.0555555555555556 0.531914893617021 0.186046511627907; 0 0 0 0 0.319148936170213 0.813953488372093]	[NA 33 96 38 48 86]
TRGR	TRGR_DC	2001	[0 0 0 0 0 13.45185185; 0.194 0 0 0 0 0; 0 0.176 0.436363636363636 0.0263157894736842 0 0; 0 0 0.0545454545454545 0.789473684210526 0.097560975609756 0; 0 0 0 0.0789473684210526 0.780487804878049 0.4375; 0 0 0 0 0.121951219512195 0.5625]	[0 0 0 0 0 0; 0.194 0 0 0 0 0; 0 0.176 0.436363636363636 0.0263157894736842 0 0; 0 0 0.0545454545454545 0.789473684210526 0.097560975609756 0; 0 0 0 0.0789473684210526 0.780487804878049 0.4375; 0 0 0 0 0.121951219512195 0.5625]	[NA 17 61 39 43 85]
TRGR	TRGR_WH	1999	[0 0 0 0 0 7.08; 0.398 0 0 0 0 0; 0 0.091 0.584615384615385 0.027027027027027 0 0; 0 0 0.123076923076923 0.675675675675676 0.0547945205479452 0; 0 0 0 0.216216216216216 0.917808219178082 0.25; 0 0 0 0 0.0273972602739726 0.75]	[0 0 0 0 0 0; 0.398 0 0 0 0 0; 0 0.091 0.584615384615385 0.027027027027027 0 0; 0 0 0.123076923076923 0.675675675675676 0.0547945205479452 0; 0 0 0 0.216216216216216 0.917808219178082 0.25; 0 0 0 0 0.0273972602739726 0.75]	[NA 11 65 34 73 22]
TRGR	TRGR_WH	2000	[0 0 0 0 0 5.61; 0.398 0 0 0 0 0; 0 0.444 0.5 0.027027027027027 0 0; 0 0 0.0555555555555556 0.621621621621622 0.340909090909091 0; 0 0 0 0.162162162162162 0.522727272727273 0.796296296296296; 0 0 0 0 0.136363636363636 0.203703703703704]	[0 0 0 0 0 0; 0.398 0 0 0 0 0; 0 0.444 0.5 0.027027027027027 0 0; 0 0 0.0555555555555556 0.621621621621622 0.340909090909091 0; 0 0 0 0.162162162162162 0.522727272727273 0.796296296296296; 0 0 0 0 0.136363636363636 0.203703703703704]	[NA 9 40 37 79 34]
TRGR	TRGR_WH	2001	[0 0 0 0 0 13.48; 0.398 0 0 0 0 0; 0 0.333 0.5 0 0 0; 0 0 0.142857142857143 0.806451612903226 0 0; 0 0 0 0.064516129032258 0.895833333333333 0.363636363636364; 0 0 0 0 0.104166666666667 0.636363636363636]	[0 0 0 0 0 0; 0.398 0 0 0 0 0; 0 0.333 0.5 0 0 0; 0 0 0.142857142857143 0.806451612903226 0 0; 0 0 0 0.064516129032258 0.895833333333333 0.363636363636364; 0 0 0 0 0.104166666666667 0.636363636363636]	[NA 9 23 54 80 14]
TRGR	TRGR_DH	1999	[0 0 0 0 0 5.68; 0.201 0 0 0 0 0; 0 0.3 0.56 0.0408163265306122 0 0; 0 0 0.04 0.836734693877551 0.0212765957446809 0; 0 0 0 0.0612244897959184 0.659574468085106 0.192307692307692; 0 0 0 0 0.319148936170213 0.807692307692308]	[0 0 0 0 0 0; 0.201 0 0 0 0 0; 0 0.3 0.56 0.0408163265306122 0 0; 0 0 0.04 0.836734693877551 0.0212765957446809 0; 0 0 0 0.0612244897959184 0.659574468085106 0.192307692307692; 0 0 0 0 0.319148936170213 0.807692307692308]	[NA 0 22 49 48 3]
TRGR	TRGR_DH	2000	[0 0 0 0 0 10.19; 0.201 0 0 0 0 0; 0 0.2 0.466666666666667 0.0238095238095238 0 0; 0 0 0.266666666666667 0.785714285714286 0.153846153846154 0; 0 0 0 0.142857142857143 0.435897435897436 0.21875; 0 0 0 0 0.41025641025641 0.78125]	[0 0 0 0 0 0; 0.201 0 0 0 0 0; 0 0.2 0.466666666666667 0.0238095238095238 0 0; 0 0 0.266666666666667 0.785714285714286 0.153846153846154 0; 0 0 0 0.142857142857143 0.435897435897436 0.21875; 0 0 0 0 0.41025641025641 0.78125]	[NA 9 15 43 35 17]
TRGR	TRGR_DH	2001	[0 0 0 0 0 16.31; 0.201 0 0 0 0 0; 0 0.3 0.625 0 0 0; 0 0 0.25 0.846153846153846 0.260869565217391 0; 0 0 0 0.0769230769230769 0.652173913043478 0.235294117647059; 0 0 0 0 0.0869565217391304 0.764705882352941]	[0 0 0 0 0 0; 0.201 0 0 0 0 0; 0 0.3 0.625 0 0 0; 0 0 0.25 0.846153846153846 0.260869565217391 0; 0 0 0 0.0769230769230769 0.652173913043478 0.235294117647059; 0 0 0 0 0.0869565217391304 0.764705882352941]	[NA 0 9 44 25 26]
TRGR	TRGR_DR	1999	[0 0 0 0 0 14.25; 0.353 0 0 0 0 0; 0 0.059 0.558139534883721 0 0 0; 0 0 0.0465116279069767 0.727272727272727 0 0; 0 0 0 0.0454545454545455 0.5 0.145833333333333; 0 0 0 0 0.5 0.854166666666667]	[0 0 0 0 0 0; 0.353 0 0 0 0 0; 0 0.059 0.558139534883721 0 0 0; 0 0 0.0465116279069767 0.727272727272727 0 0; 0 0 0 0.0454545454545455 0.5 0.145833333333333; 0 0 0 0 0.5 0.854166666666667]	[NA 0 23 22 32 38]
TRGR	TRGR_DR	2000	[0 0 0 0 0 9.24; 0.353 0 0 0 0 0; 0 0.182 0.538461538461538 0 0 0; 0 0 0 0.5 0.0869565217391304 0; 0 0 0 0.5 0.565217391304348 0.0943396226415094; 0 0 0 0 0.347826086956522 0.90566037735849]	[0 0 0 0 0 0; 0.353 0 0 0 0 0; 0 0.182 0.538461538461538 0 0 0; 0 0 0 0.5 0.0869565217391304 0; 0 0 0 0.5 0.565217391304348 0.0943396226415094; 0 0 0 0 0.347826086956522 0.90566037735849]	[NA 1 13 19 21 47]
TRGR	TRGR_DR	2001	[0 0 0 0 0 13.82; 0.353 0 0 0 0 0; 0 0.5 0.75 0 0 0; 0 0 0.125 0.777777777777778 0.25 0; 0 0 0 0.111111111111111 0.375 0.0434782608695652; 0 0 0 0 0.375 0.956521739130435]	[0 0 0 0 0 0; 0.353 0 0 0 0 0; 0 0.5 0.75 0 0 0; 0 0 0.125 0.777777777777778 0.25 0; 0 0 0 0.111111111111111 0.375 0.0434782608695652; 0 0 0 0 0.375 0.956521739130435]	[NA 0 8 12 23 45]
TRGR	TRGR_EL	1999	[0 0 0 0 0 7.5; 0.225 0 0 0 0 0; 0 0.364 0.657142857142857 0.0350877192982456 0 0; 0 0 0.0857142857142857 0.859649122807018 0.025974025974026 0; 0 0 0 0.0526315789473684 0.935064935064935 0.15; 0 0 0 0 0.038961038961039 0.85]	[0 0 0 0 0 0; 0.225 0 0 0 0 0; 0 0.364 0.657142857142857 0.0350877192982456 0 0; 0 0 0.0857142857142857 0.859649122807018 0.025974025974026 0; 0 0 0 0.0526315789473684 0.935064935064935 0.15; 0 0 0 0 0.038961038961039 0.85]	[NA 2 10 57 77 21]
TRGR	TRGR_EL	2000	[0 0 0 0 0 4; 0.225 0 0 0 0 0; 0 0.273 0.55 0.0377358490566038 0 0; 0 0 0.25 0.773584905660377 0.308641975308642 0; 0 0 0 0.132075471698113 0.617283950617284 0.621621621621622; 0 0 0 0 0.0740740740740741 0.378378378378378]	[0 0 0 0 0 0; 0.225 0 0 0 0 0; 0 0.273 0.55 0.0377358490566038 0 0; 0 0 0.25 0.773584905660377 0.308641975308642 0; 0 0 0 0.132075471698113 0.617283950617284 0.621621621621622; 0 0 0 0 0.0740740740740741 0.378378378378378]	[NA 1 12 52 78 21]
TRGR	TRGR_EL	2001	[0 0 0 0 0 6.54; 0.225 0 0 0 0 0; 0 0.143 0.545454545454545 0 0 0; 0 0 0.181818181818182 0.897058823529412 0.051948051948052 0; 0 0 0 0.0588235294117647 0.831168831168831 0.3125; 0 0 0 0 0.116883116883117 0.6875]	[0 0 0 0 0 0; 0.225 0 0 0 0 0; 0 0.143 0.545454545454545 0 0 0; 0 0 0.181818181818182 0.897058823529412 0.051948051948052 0; 0 0 0 0.0588235294117647 0.831168831168831 0.3125; 0 0 0 0 0.116883116883117 0.6875]	[NA 0 8 69 69 12]
TRGR	TRGR_FX	1999	[0 0 0 0 0 4.52; 0.065 0 0 0 0 0; 0 0.267 0.636363636363636 0.046875 0 0; 0 0 0.0303030303030303 0.890625 0.06 0; 0 0 0 0.03125 0.9 0.146341463414634; 0 0 0 0 0.04 0.853658536585366]	[0 0 0 0 0 0; 0.065 0 0 0 0 0; 0 0.267 0.636363636363636 0.046875 0 0; 0 0 0.0303030303030303 0.890625 0.06 0; 0 0 0 0.03125 0.9 0.146341463414634; 0 0 0 0 0.04 0.853658536585366]	[NA 0 14 65 49 27]
TRGR	TRGR_FX	2000	[0 0 0 0 0 5.56; 0.065 0 0 0 0 0; 0 0.5 0.666666666666667 0.0169491525423729 0 0; 0 0 0.266666666666667 0.796610169491525 0.30188679245283 0; 0 0 0 0.186440677966102 0.39622641509434 0.5625; 0 0 0 0 0.30188679245283 0.4375]	[0 0 0 0 0 0; 0.065 0 0 0 0 0; 0 0.5 0.666666666666667 0.0169491525423729 0 0; 0 0 0.266666666666667 0.796610169491525 0.30188679245283 0; 0 0 0 0.186440677966102 0.39622641509434 0.5625; 0 0 0 0 0.30188679245283 0.4375]	[NA 0 11 60 52 24]
